customer,supplier,supplier_address,report_publication_year,supplier_address_is_internal_manufacturing_site,from_date,to_date
Apple Inc.,Lite-On Technology Corp.," No. 11 Fuyuan Road, Wuqing Development Area, Tianjin, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," 59 Hong Jing Road, Eastern Section, GETDD, Guangzhou, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," Av. Torquato Tapajos 7891, Tarum, Manaus, Brazil",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," No. 8 Guangbao Road, Science City, Luogang Area, Guangzhou, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," 1-3/F, Block 9 & 1 F, Block 8, Brightman Industrial Zone, Busha Road, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," No. 1 Zhenan Road, Shangjiao Section, Changan Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Lite-On Technology Corp.," No. 88, Yanghu Road, Wujin Hi-Tech Industrial Development Zone, Changzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Longwell Company," No. 19, 2nd industrial avenue, Tang Xia Chong village, Song Gang town, Paoan Ward,, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Luen Fung Group," No. 50, Ke Ji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Luen Fung Group," No. 48, Ke Ji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,LUXSHARE-ICT," No. 399, Baisheng Road, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,LUXSHARE-ICT," No. 8 Yongyang Road, National economic & Technological Development Zone, Chuzhou, Anhui, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,LUXSHARE-ICT," No. 158 Jinchang Road, Jinxi Town, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,LUXSHARE-ICT," No. 1, Lvyin Road, Industrial Park, Jian, Jiangxi, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,LUXSHARE-ICT," Fuchuan Road (East side), Jian, Jiangxi, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Marian Inc.," Floor 2, Building 3, Chaohuilou Technology Industrial Park, 180 Huating Road, Da Lang, Longhua, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Marian Inc.," Unit 1 B, Suchun Industrial Square, 428 Xinglong Street, Suzhou Industrial Park, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Marian Inc.," Unit 5 B, B Area, EPZ, No. 158 Qiming Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Maxim Integrated Products Inc.," 160 Rio Robles, San Jose, California, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Maxim Integrated Products Inc.," 14320 SW Jenkins Road, Beaverton, Oregon, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Maxim Integrated Products Inc.," 4401 South Beltwood Parkway, Dallas, Texas, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Maxim Integrated Products Inc.," Gateway Business Park, Special Export Processing Zone, Baranggay Javalera, Gen Trias, Cavite, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Merry Electronics Co., Ltd."," No. 800 Kang Yuan Road, Xiang Cheng Economic Development Zone, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," 2325 Orchard Parkway, San Jose, California, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," ACP Bldg., 102 Accuracy Drive, Corner Excellence Ave, Carmelray Industrial Park, 1, Canlubang, Calamba, Laguna, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," 1150 E. Cheyenne Mountian Blvd., Colorado Springs, Colorado, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," Unit 6, Mitchell Point, Ensign Way, Hamble-le-Rice, Hampshire, United Kingdom",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," 44306 Nantes Cedex 3, Nantes, France",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," Vestre Rosten 79, Tiller, Norway",2018,True,2017-01-01,2017-12-31
Apple Inc.,Microchip Technology Inc.," 14 Moo 1, T. Wangtakien, A., Muangchachemgsao, Chachoengsao, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,Micron Technology Inc.," 7-10, Yoshikawa Kogyo Danchi, Higashi, Hiroshima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Micron Technology Inc.," No. 429-1 Sanfong Road, Houli District Central Taiwan Science Park, Taichung, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Micron Technology Inc.," 667, Fuhsing 3rd Road, Hwa Ya Technology Park, Guishan Township, Taoyuan, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Micron Technology Inc.," Zone B of Shanxi Xian Export Processing Zone, Xin Xi Ave, Xian, Shanxi, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," No. 1 Tongsheng Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," Ban Wa (Hi-Tech) Industrial Estate, 92 Moo 1, Tambon Banlen, Bang Pa-In, Ayutthaya, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," 5/2 Moo 8, Phaholyothin Road, Km.149 Tambon Nikhom Sang Ton-Eng, Amphoe Muang, Lopburi, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," No. 5202, Lian Xi Road, Jinze Town, Qingpu District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," No. 2, Dayangzhou Road, Qingdao West Coast Export Processing Zone, Qingdao, Shandong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," 1007-39, Izumisawa, Chitose, Hokkaido, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Minebea Mitsumi Inc.," MRI Special Economic Zone, Sabang, Danao, Cebu, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Chi-53, Ohmachi, Anamizu-Machi, Housu, Ishikawa, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Ozowara, Echizen-cho, Nyu-gun, Fukui, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Chi-18, Sodanimachi, Hakusan, Ishikawa, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 10-28 Hananomori 2-chome, Awara, Fukui, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Plot 15, Bemban Industrial Park Jalan Bemban, Batu Gajah, Perak, Malaysia",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Northern Region Industrial Estate, 63 Moo 4, Tambol Ban Klang, Lamphun, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 4-1 Higashiokino 4-chome, Higashiomi, Shiga, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 11-1 Nakae 4-chome, Sanuma, Hasama-cho, Tome, Miyagi, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 1020 Takibe, Toyoshina, Azumino, Nagano, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 345 Uwano, Toyama, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 2308 Kaminaoe, Hikawa-cho, Izumo-shi, Shimane, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 77 Fukumoto, Oku-cho, Setouchi, Okayama, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 1, 13-go, Okamotocho, Echizen, Fukui, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 2-82, 1-chome, Miyukicho, Sabae, Fukui, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 15 Cuijing Road, Shenzhen Grand Industrial Zone, Pingshan New District, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," No. 6 Xingchuang 1st Road, Wuxi Export Processing Zone B Zone, Wuxi, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Lo A1 Hoa Khanh Inductrial Zone, Lien Chieu District, Da Nang, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," No. 6, 9 A Road, Bien Hoa Industrial Zone No. 2, Dong Nai, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Lishan Village, Qianwu Town, Doumen, Zhuhai, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 190 Kashiwagi, Komoro, Nagano, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," JI. Maligi VIII Lot S-4, Kawasan Industri KIIC, Desa Margakaya, Kecamatan Teluk Jambe, Barat Karawang 41361, Kabupaten Bekasi, Jawa Barat, Indonesia",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," Land Lot No. 55 - Long Jiang Industrial Park, Tan Lap Ward, Phuoc Tan District, Tan Lap Ward, Tien Giang, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 1-3 Thang Long Industrial Park, Dong Anh District, Hanoi, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," No. 27 Changjiang Road, New District, Wuxi, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Murata Manufacturing Co., Ltd."," 1 Tuas Road, Singapore",2018,True,2017-01-01,2017-12-31
Apple Inc.,MYS Group," Co., Ltd. MYS Qiaotou district , East industrial Park, Qiaotou, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,MYS Group," Co., Ltd. 699 Nan Xiang Road Wu Jiang Economic Development Zone, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nan Ya Plastics Corp.," 201, Chang Jiang South Road, Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nan Ya Plastics Corp.," No. 338, Sec. 1 Nankan Road, Taoyuan, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nan Ya Plastics Corp.," No. 98 Nanlin Road, Taishan District, New Taipei City, Taipei, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nichia Corp.," 38-2 Kawamukoichi, Ichiba, Oasa-Cho, Naruto, Tokushima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nichia Corp.," 491 Oka, Kaminaka-cho, Anan, Tokushima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nichia Corp.," 1-19, Tatsumi-Cho, Anan, Tokushima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nidec Corp.," 136 North Science Avenue Extension, Laguna Technopark Special Economic Zone, Binan, Laguna, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nidec Corp.," Street No. 18, Tan Thuan Export Processing Zone, District 7, Ho Chi Minh, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nidec Corp.," Lot I-1d-1, Road N1, SHTP, District 9, Ho Chi Minh, Vietnam",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nidec Corp.," 12 Huan Cheng North Road, Hongye, Industrial District, Tangxia Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nishoku Technology Inc.," No. 308 Yangguang Road, Nangang, Zhangpu Town, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nissha Co., Ltd."," 1-1 Hinokigaoka, Minakuchi-cho, Koka, Shiga, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nissha Co., Ltd."," 50 Kamiyobe, Yobe-ku, Himeji, Hyogo, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nissha Co., Ltd."," Ro 49-1 Uwagimachi, Daishoji, Kaga, Ishikawa, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nissha Co., Ltd."," 1-2-2 Anotsudai, Tsu city, Mie, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nisshin Steel Co., Ltd."," 11-1 Showa-cho, Kure, Hiroshima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Nisshin Steel Co., Ltd."," 4976 Nomura Minamimachi, Shunan, yamaguchi, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," 474 Hyeongok-Ri, Cheongbuk-Myeon, Pyeongtaek, Gyeonggi-Do, Korea",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," 1043 Gupo-dong, Gumi, Gyeongsangbuk-do, Korea",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," No. 468 Suhongzhong Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," 919 Fuke-cho, Kameyama, Mie, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," 455-6 Hongo, Minogo-cho, Onomichi, Hiroshima, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," 18 Hirayama Nakahara, Toyohashi, Aichi, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Nitto Denko Corp.," Bangkai Road, Guangming Hi-Tech Park, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," 1650-11-1 Okuhara-cho, Ushiku, Ibaraki, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 166-21 Liaozibu, Madou District, Tainan, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," 2626-19 Sunayama, Kamisu, Ibaraki, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," 560 Moo 2 Bangpa-in Industrial Estate, Udomsorayuth Road, T.Klong-Jik, Bang Pa-In, Ayutthaya, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 48 Chung-Heng Street, Hsiao-Kang District, Kaohsiung, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 1 Shuang Deng Road Weiting Town, Suzhou Industrial Park, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 2006 Huang Yang Road, Doumen Town Doumen District, Zhuhai, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 20 Dayou 1st Street, Da-Liao District, Kaohsiung, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," 1 Floor, No. 22 Xiang-Ming Road, Xiang-An District, Xiamen, Fujian, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," No. 2 Ping Gong Zhong Road Nanping Science Technology Industrial District, Zhuhai, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,NOK Corp.," 189, 198, 296 Moo 16 Bangpa-in Industrial Estate, Udomsorayuth Road, T.Bangkrasan, Bang Pa-In, Ayutthaya, Thailand",2018,True,2017-01-01,2017-12-31
Apple Inc.,NXP Semiconductors N.V.," 10 Chin 5th Road N.E.P.Z., Kaohsiung, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,OmniVision Technologies Inc.,"4275 Burton Drive, Santa Clara, California, USA",2018,False,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 333 Western Avenue, South Portland, Maine, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Crestwood Industrial Park, 125 Crestwood Road, Mountain Top, Pennsylvania, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 420-711 82-3, Dodang-Dong, Wonmi-District, Bucheon, Gyeonggi-Do, Korea",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Mactan Export Zone I, Lapulapu, Cebu, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 27 A People West Road, Leshan, Sichuan, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Golden Mile Business Park, Special Economic Zone, Governors Drive, Barrio Maduya, Carmona, Cavite, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.,"Bozeny Nemcove 1720, Rožnov Pod Radhoštěm, Czech Republic",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Gresham Fab, 23400 NE Glisan Street, Gresham, Oregon, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 2300 West Buckskin Road, Pocatello, Idaho, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Westerring 15, B-9700, Oudenaarde, Belgium",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 1401 N. Kings Road, Nampa, Idaho, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Lot 122 Senawang Industrial Estate, Seremban, Negeri Sembilan, Malaysia",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Lot 55 Senawang Industrial Estate, Seremban, Negeri Sembilan, Malaysia",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," Block A&B, No. 110, Liuxiancun Road, Xili Town, Nanshan District, Shenzhen, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," 3000 Chiyakou, Ojiya, Niigata, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,ON Semiconductor Corp.," LIP SEPZ San Miguel, Tarlac City, Tarlac State, Philippines",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pai Shing International Ltd.," 22 Xing Yang Road, Tian Xin, Qiao Tou, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pai Shing International Ltd.," No. 638 Hua Yuan Road, Zhangpu Town, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," No. 3 Bedok South Road, Singapore",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," No. 49 Tokyo Road, Free Trade Zone, Qingdao, Shandong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 25 Kowata Nishinaka, Uji, Kyoto, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 401 Sadamasa, Fukui, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 1037-2 Kamiosatsu, Chitose, Hokkaido, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 1111-1 Shimokannuki-Kawanabe, Tsuyama, Okayama, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," No. 1 Xinghua 5th Branch, Xi Qing Economic Development Zone, Tianjin, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 271 Higashi Kaihatsu, Tonami, Toyama, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 4-5-1 Kurihara, Myoko, Niigata, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," 217 Omachi-cho, Omachi, Saga, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," Jalan Raya Jakarta Bogor Km 35, Kel. Sukamaju Baru, Kec. Tapos, Jawa Barat, Indonesia",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," Kawasan Industri MM2100 Blok. O-1-1 Kecamatan Cikarang Barat, Kabupaten Bekasi, Jawa Barat, Indonesia",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," Jl.Teuku Umar Km 44 Clkarang Barat, Bekasi, Jawa Barat, Indonesia",2018,True,2017-01-01,2017-12-31
Apple Inc.,Panasonic Corp.," No. 86 Sunwu Road, Xukou, Wuzhong District, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Parade Technologies Ltd.,"2858 De La Cruz Blvd., Santa Clara, California, USA ",2018,False,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 88 Tinghua Road, Tinlin Town, Jinshan District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 3636 Shengang Road, Xinqiao Town, Songjiang Industrial Zone, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 1168 Ronghua Road, Songjiang Export/Import Park, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 113 Lane171 Lin-sheng Road, Tinglin Town, Jinshan District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 88 Kaedar Road, Kunshan High-tech Industrial Park, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 3668 Xiu Yan Road, Kang Qiao Town, Pu Dong New District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," West of Rose Road and South of Bailing Road, Kunshan Development Area, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," 5 F, Sagawa Tokyo Logisitcs Center, 2-2-11 Shinsuna Koto-ku, Tokyo, Japan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 3768 Xiu Yan Road, Kang Qiao Town, Pu Dong New District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," 2 Changi South Street 2, Singapore",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," 670 Gasan-dong, Geumcheon-gu, Seoul, Korea",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," Na Rovince 862, 720 00 Ostrava, Hrabova, Czech Republic",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," 3011 Laguna Blvd., Elk Grove, California, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," Bailing Road Southside, Meigui Road Westside, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," Building 4, No. 168 Daqiao Road, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 5 Shing Yeh Street, Kwei Shan Hsiang, Taoyuan, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 357 Jinfeng Road, New District Suzhou, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Pegatron Corp.," No. 89 Changjiang Road, Jiashan Economic Development Zone, Jiaxing, Zhejiang, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Phone In Mag-Electronics Co., Ltd."," 3rd Industrial Zone, Sijia Village, Shi Jie Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Phone In Mag-Electronics Co., Ltd."," No. 30-8 Dongwaihuan Road, High-Tech Development Zone, Xinyang, Henan, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Phone In Mag-Electronics Co., Ltd."," No. 899 Mingshu Road, Yinzhou District, Ningbo, Zhejiang, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Pioneer Material Precision Tech Co., Ltd."," No. 1 Jiao Ping Avenue, Ke Yuan Cheng Industrial Park, Tangxia Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Pioneer Material Precision Tech Co., Ltd."," No. 999 Avenue of Stars, Phoenix Lake Industrial Park, Yongchuan District, Chongqing, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Pioneer Material Precision Tech Co., Ltd."," No. 45 Nan Hu Road, Wuzhong Economic Development Zone, Suzhou, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,"Pioneer Material Precision Tech Co., Ltd."," No. 11 Wuquan 2nd Road, Wugu District, New Taipei City, Taipei, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,Platinum Optics Technology Inc.," No. 37 Keji 2nd Road., Hua Ya Technology Park, Gueishan Township, Taoyuan, Taiwan",2018,True,2017-01-01,2017-12-31
Apple Inc.,POSCO," 603 Seonggok-dong, Danwon-gu, Ansan, Gyeonggi-Do, Korea",2018,True,2017-01-01,2017-12-31
Apple Inc.,Prent Corp.," No. 2275 Chengliu Zhonglu, Jiading District, Shanghai, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Primax Electronics Ltd.," Er Village, Liu Wu District, Shek Kit Town, Dongguan, Guangdong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Primax Electronics Ltd.," No. 2688 Tong Xin Road, Yu Shan Town, Kunshan, Jiangsu, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," 17 Middle Tongji Road, Beijing, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," 7628 Thorndike Road, Greensboro, North Carolina, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," No. 6868 Dongfanghong East Road, De Zhou Economic & Technology Development Area, Dezhou, Shandong, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," 2300 N.E. Brookwood Parkway, Hillsboro, Oregon, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," Zona Franca Metropolitana, Barreal De Heredia, Apartado 144-3006, Haredia, Costa Rica",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," 500 W. Renner Road, Richardson, Texas, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qorvo Inc.," 1818 S. Orange Blossom Trail, Apopka, Florida, USA",2018,True,2017-01-01,2017-12-31
Apple Inc.,Quadrant Solutions," No. 55 Xiacheng Road, Tonglu, Hangzhou, Zhejiang, China",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qualcomm Inc.," Anzinger Strasse 13, Munich, Germany",2018,True,2017-01-01,2017-12-31
Apple Inc.,Qualcomm Inc.," 166 Kallang Way, Singapore",2018,True,2017-01-01,2017-12-31
